Text,Amount,Category
I spent $168 on supplements at the drugstore,168,Health
I had a screening appointment and paid $133,133,Health
I had chiropractic adjustment done and paid $38,38,Health
I had my eye exam and paid $182 at the wellness center,182,Health
I had therapy session done and paid $240,240,Health
I bought vitamins and paid $32 at the pharmacy,32,Health
I purchased fitness tracker for wellness for $239,239,Health
I had acupuncture and paid $101,101,Health
I spent $29 on bandages for fitness,29,Health
I spent $191 on blood pressure monitor for my health,191,Health
I paid $50 for chiropractic adjustment consultation,50,Health
I spent $64 on health medication,64,Health
I paid $187 for a therapy session session,187,Health
I paid $242 for a eye exam session,242,Health
I had my massage and paid $100 at the medical center,100,Health
I spent $70 on blood pressure monitor at the drugstore,70,Health
I had vaccination done and paid $68,68,Health
I purchased fitness tracker and paid $158 for health,158,Health
I paid $15 for screening consultation,15,Health
I had consultation and paid $205,205,Health
I had a screening appointment and paid $21,21,Health
I spent $13 on bandages for fitness,13,Health
I had a treatment appointment and paid $135,135,Health
I spent $162 on fitness tracker at the drugstore,162,Health
I paid $173 for treatment treatment,173,Health
I purchased thermometer for $215,215,Health
I paid $139 for therapy session,139,Health
I had vaccination and paid $148,148,Health
I visited the medical center and paid $82 for checkup,82,Health
I spent $53 on health fitness tracker,53,Health
I paid $93 for acupuncture consultation,93,Health
I spent $169 on bandages for fitness,169,Health
I had a physical therapy appointment and paid $232,232,Health
I purchased medication and paid $239 for health,239,Health
I had my screening and paid $37 at the medical center,37,Health
I purchased supplements for $49,49,Health
I paid $218 for chiropractic adjustment,218,Health
I spent $14 on protein powder at the drugstore,14,Health
I had a checkup appointment and paid $165,165,Health
I paid $74 for physical therapy consultation,74,Health
I spent $86 on medication for fitness,86,Health
I visited the pharmacy and paid $65 for consultation,65,Health
I purchased supplements for $208 for self-care,208,Health
I purchased protein powder for wellness for $163,163,Health
I had a therapy session appointment and paid $223,223,Health
I purchased supplements for $196,196,Health
I spent $141 on vitamins for my health,141,Health
I paid $60 for chiropractic adjustment treatment,60,Health
I visited the hospital and paid $16 for screening,16,Health
I had screening and paid $208,208,Health
I had my therapy session and paid $33 at the wellness center,33,Health
I bought protein powder and paid $124 at the pharmacy,124,Health
I purchased bandages for $22 for self-care,22,Health
I paid $162 for therapy session consultation,162,Health
I paid $106 for therapy session consultation,106,Health
I had my vaccination and paid $26 at the dentist,26,Health
I paid $104 for screening at the clinic,104,Health
I spent $218 on blood pressure monitor for fitness,218,Health
I bought vitamins and paid $160 at the pharmacy,160,Health
I had a massage appointment and paid $35,35,Health
I had consultation and paid $154 monthly,154,Health
I purchased vitamins and paid $57 for health,57,Health
I spent $175 on health fitness tracker,175,Health
I had physical therapy and paid $28,28,Health
I paid $63 for consultation treatment,63,Health
I purchased supplements for wellness for $179,179,Health
I purchased pain relievers and paid $157 for health,157,Health
I spent $235 on blood pressure monitor for fitness,235,Health
I visited the therapy center and paid $134 for physical therapy,134,Health
I paid $187 for massage treatment,187,Health
I purchased vitamins for $179 for self-care,179,Health
I spent $179 on pain relievers for my health,179,Health
I purchased blood pressure monitor for wellness for $137,137,Health
I had my chiropractic adjustment and paid $123 at the wellness center,123,Health
I visited the hospital and paid $101 for consultation,101,Health
I had therapy session and paid $246 monthly,246,Health
I purchased bandages for $174,174,Health
I purchased first aid supplies for wellness for $94,94,Health
I bought vitamins and paid $152 at the pharmacy,152,Health
I had consultation and paid $212,212,Health
I purchased fitness tracker for $243,243,Health
I paid $68 for treatment at the clinic,68,Health
I paid $190 for massage at the clinic,190,Health
I had screening and paid $111 monthly,111,Health
I paid $100 for a vaccination session,100,Health
I spent $126 on first aid supplies for fitness,126,Health
I had my checkup and paid $173 at the optometrist,173,Health
I purchased pain relievers and paid $102 for health,102,Health
I paid $212 for screening at the clinic,212,Health
I paid $141 for dental cleaning,141,Health
I had eye exam done and paid $35,35,Health
I bought protein powder and paid $84 at the pharmacy,84,Health
I spent $29 on bandages for my health,29,Health
I spent $200 on thermometer for my health,200,Health
I purchased thermometer for $93,93,Health
I purchased vitamins for wellness for $175,175,Health
I had a therapy session appointment and paid $110,110,Health
I purchased first aid supplies and paid $168 for health,168,Health
I had my therapy session and paid $59 at the clinic,59,Health
I spent $172 on pain relievers for my health,172,Health
I purchased fitness tracker and paid $135 for health,135,Health
I had checkup and paid $202 monthly,202,Health
I had a therapy session appointment and paid $223,223,Health
I had screening done and paid $156,156,Health
I had treatment done and paid $177,177,Health
I had my therapy session and paid $20 at the clinic,20,Health
I spent $122 on medication at the drugstore,122,Health
I purchased thermometer for wellness for $91,91,Health
I spent $115 on blood pressure monitor for my health,115,Health
I purchased fitness tracker for $189,189,Health
I paid $86 for chiropractic adjustment consultation,86,Health
I spent $147 on supplements for my health,147,Health
I purchased vitamins for $128,128,Health
I purchased fitness tracker for $128 for self-care,128,Health
I purchased pain relievers for $89 for self-care,89,Health
I purchased vitamins for $151 for self-care,151,Health
I had my massage and paid $181 at the hospital,181,Health
I spent $66 on health bandages,66,Health
I spent $103 on blood pressure monitor for fitness,103,Health
I spent $222 on blood pressure monitor for fitness,222,Health
I purchased thermometer for $127,127,Health
I spent $63 on pain relievers for fitness,63,Health
I had my screening and paid $248 at the hospital,248,Health
I bought medication and paid $212 at the pharmacy,212,Health
I purchased first aid supplies for $224,224,Health
I spent $122 on supplements for fitness,122,Health
I bought fitness tracker and paid $236 at the pharmacy,236,Health
I had therapy session and paid $71,71,Health
I had dental cleaning and paid $66 monthly,66,Health
I paid $149 for massage,149,Health
I spent $243 on medication at the drugstore,243,Health
I paid $10 for massage,10,Health
I paid $148 for therapy session treatment,148,Health
I had treatment and paid $141,141,Health
I had chiropractic adjustment and paid $180,180,Health
I spent $96 on blood pressure monitor for my health,96,Health
I spent $60 on pain relievers at the drugstore,60,Health
I had massage done and paid $245,245,Health
I had a consultation appointment and paid $134,134,Health
I had treatment and paid $140,140,Health
I bought blood pressure monitor and paid $248 at the pharmacy,248,Health
I visited the clinic and paid $74 for massage,74,Health
I paid $10 for screening consultation,10,Health
I paid $89 for a vaccination session,89,Health
I had a checkup appointment and paid $78,78,Health
I paid $199 for screening,199,Health
I purchased thermometer for $43 for self-care,43,Health
I purchased bandages for $223 for self-care,223,Health
I had screening and paid $188,188,Health
I bought supplements and paid $134 at the pharmacy,134,Health
I purchased vitamins for wellness for $53,53,Health
I spent $213 on pain relievers for fitness,213,Health
I had acupuncture done and paid $164,164,Health
I had my chiropractic adjustment and paid $229 at the clinic,229,Health
I visited the dentist and paid $17 for massage,17,Health
I spent $212 on thermometer for fitness,212,Health
I purchased fitness tracker for wellness for $144,144,Health
I purchased supplements for wellness for $194,194,Health
I paid $215 for a vaccination session,215,Health
I had a dental cleaning appointment and paid $202,202,Health
I paid $77 for checkup treatment,77,Health
I spent $208 on health vitamins,208,Health
I had therapy session and paid $168 monthly,168,Health
I paid $30 for therapy session,30,Health
I spent $196 on pain relievers at the drugstore,196,Health
I paid $104 for a consultation session,104,Health
I had chiropractic adjustment and paid $227,227,Health
I paid $129 for acupuncture,129,Health
I paid $81 for consultation,81,Health
I had screening and paid $197,197,Health
I purchased medication for $199,199,Health
I had vaccination and paid $52 monthly,52,Health
I bought medication and paid $129 at the pharmacy,129,Health
I paid $25 for checkup at the clinic,25,Health
I had a consultation appointment and paid $132,132,Health
I purchased thermometer for wellness for $225,225,Health
I bought supplements and paid $236 at the pharmacy,236,Health
I had my therapy session and paid $79 at the wellness center,79,Health
I had a dental cleaning appointment and paid $228,228,Health
I had my treatment and paid $20 at the medical center,20,Health
I spent $133 on blood pressure monitor for my health,133,Health
I paid $148 for acupuncture consultation,148,Health
I had checkup and paid $211 monthly,211,Health
I had therapy session and paid $123 monthly,123,Health
I had my massage and paid $83 at the wellness center,83,Health
I purchased fitness tracker and paid $11 for health,11,Health
I had my vaccination and paid $84 at the clinic,84,Health
I bought fitness tracker and paid $65 at the pharmacy,65,Health
I had my consultation and paid $179 at the clinic,179,Health
I visited the pharmacy and paid $205 for massage,205,Health
I had a dental cleaning appointment and paid $192,192,Health
I purchased thermometer and paid $118 for health,118,Health
I paid $184 for a screening session,184,Health
I spent $162 on health pain relievers,162,Health
I spent $18 on bandages at the drugstore,18,Health
I visited the wellness center and paid $209 for eye exam,209,Health
I spent $212 on supplements for my health,212,Health
I purchased supplements for $91 for self-care,91,Health
I visited the therapy center and paid $37 for checkup,37,Health
I had screening and paid $235,235,Health
I paid $62 for a eye exam session,62,Health
I had acupuncture and paid $235 monthly,235,Health
I spent $161 on fitness tracker at the drugstore,161,Health
I purchased thermometer and paid $175 for health,175,Health
I spent $233 on health blood pressure monitor,233,Health
I paid $236 for acupuncture,236,Health
I visited the optometrist and paid $43 for eye exam,43,Health
I had my eye exam and paid $180 at the pharmacy,180,Health
I purchased protein powder and paid $130 for health,130,Health
I paid $71 for dental cleaning consultation,71,Health
I bought fitness tracker and paid $136 at the pharmacy,136,Health
I spent $249 on vitamins at the drugstore,249,Health
I spent $65 on supplements for fitness,65,Health
I spent $130 on health bandages,130,Health
I spent $87 on thermometer for fitness,87,Health
I paid $224 for physical therapy at the clinic,224,Health
I had a massage appointment and paid $221,221,Health
I paid $132 for screening treatment,132,Health
I bought supplements and paid $226 at the pharmacy,226,Health
I had a massage appointment and paid $129,129,Health
I had vaccination done and paid $118,118,Health
I had consultation done and paid $191,191,Health
I spent $163 on health protein powder,163,Health
I spent $194 on health pain relievers,194,Health
I paid $70 for checkup at the clinic,70,Health
I spent $113 on vitamins at the drugstore,113,Health
I had consultation and paid $154 monthly,154,Health
I purchased medication for $63 for self-care,63,Health
I spent $56 on health supplements,56,Health
I paid $249 for eye exam at the clinic,249,Health
I spent $98 on thermometer at the drugstore,98,Health
I had massage and paid $70 monthly,70,Health
I visited the clinic and paid $212 for treatment,212,Health
I spent $231 on blood pressure monitor for fitness,231,Health
I had a eye exam appointment and paid $90,90,Health
I paid $202 for therapy session treatment,202,Health
I paid $107 for physical therapy,107,Health
I spent $58 on medication at the drugstore,58,Health
I paid $100 for a physical therapy session,100,Health
I had my chiropractic adjustment and paid $55 at the clinic,55,Health
I visited the wellness center and paid $189 for massage,189,Health
I paid $116 for treatment treatment,116,Health
I paid $77 for a acupuncture session,77,Health
I purchased thermometer and paid $22 for health,22,Health
I had vaccination done and paid $160,160,Health
I had a screening appointment and paid $223,223,Health
I paid $75 for vaccination treatment,75,Health
I paid $121 for acupuncture,121,Health
I paid $27 for a dental cleaning session,27,Health
I had massage and paid $218 monthly,218,Health
I paid $147 for dental cleaning consultation,147,Health
I had my massage and paid $249 at the clinic,249,Health
I purchased fitness tracker and paid $121 for health,121,Health
I spent $238 on fitness tracker at the drugstore,238,Health
I spent $212 on bandages for my health,212,Health
I paid $199 for vaccination treatment,199,Health
I paid $250 for dental cleaning,250,Health
I visited the wellness center and paid $28 for dental cleaning,28,Health
I purchased thermometer for $242 for self-care,242,Health
I paid $175 for a acupuncture session,175,Health
I had acupuncture and paid $70,70,Health
I had a physical therapy appointment and paid $42,42,Health
I purchased pain relievers for wellness for $11,11,Health
I had therapy session and paid $161 monthly,161,Health
I paid $59 for massage,59,Health
I purchased first aid supplies for wellness for $80,80,Health
I had a dental cleaning appointment and paid $166,166,Health
I spent $161 on protein powder at the drugstore,161,Health
I visited the medical center and paid $56 for dental cleaning,56,Health
I paid $62 for physical therapy at the clinic,62,Health
I spent $30 on bandages at the drugstore,30,Health
I spent $143 on blood pressure monitor at the drugstore,143,Health
I purchased vitamins for $246,246,Health
I purchased medication and paid $82 for health,82,Health
I purchased protein powder for $102 for self-care,102,Health
I had my treatment and paid $53 at the doctor's office,53,Health
I bought thermometer and paid $240 at the pharmacy,240,Health
I purchased bandages and paid $135 for health,135,Health
I paid $142 for physical therapy consultation,142,Health
I spent $122 on health first aid supplies,122,Health
I had dental cleaning done and paid $56,56,Health
I paid $23 for physical therapy treatment,23,Health
I bought first aid supplies and paid $76 at the pharmacy,76,Health
I had vaccination and paid $248,248,Health
I paid $153 for chiropractic adjustment treatment,153,Health
I paid $44 for consultation,44,Health
I bought blood pressure monitor and paid $159 at the pharmacy,159,Health
I paid $141 for eye exam,141,Health
I paid $61 for a checkup session,61,Health
I had a eye exam appointment and paid $214,214,Health
I bought vitamins and paid $139 at the pharmacy,139,Health
I paid $195 for a vaccination session,195,Health
I had physical therapy and paid $205 monthly,205,Health
I spent $65 on health supplements,65,Health
I had my consultation and paid $74 at the wellness center,74,Health
I had a eye exam appointment and paid $119,119,Health
I spent $74 on vitamins at the drugstore,74,Health
I paid $218 for chiropractic adjustment at the clinic,218,Health
I spent $94 on pain relievers at the drugstore,94,Health
I purchased fitness tracker and paid $83 for health,83,Health
I had my massage and paid $233 at the medical center,233,Health
I paid $25 for eye exam consultation,25,Health
I spent $25 on first aid supplies for fitness,25,Health
I spent $80 on fitness tracker for my health,80,Health
I had a dental cleaning appointment and paid $204,204,Health
I had eye exam done and paid $98,98,Health
I paid $196 for therapy session at the clinic,196,Health
I had dental cleaning done and paid $124,124,Health
I visited the medical center and paid $149 for vaccination,149,Health
I had eye exam done and paid $214,214,Health
I had consultation and paid $150,150,Health
I purchased medication for $24,24,Health
I had my consultation and paid $238 at the therapy center,238,Health
I paid $76 for checkup consultation,76,Health
I paid $25 for checkup treatment,25,Health
I paid $210 for acupuncture treatment,210,Health
I paid $228 for therapy session at the clinic,228,Health
I had chiropractic adjustment done and paid $102,102,Health
I paid $137 for a treatment session,137,Health
I spent $214 on health protein powder,214,Health
I paid $112 for therapy session treatment,112,Health
I spent $231 on health protein powder,231,Health
I bought thermometer and paid $20 at the pharmacy,20,Health
I had a eye exam appointment and paid $231,231,Health
I purchased thermometer for $42 for self-care,42,Health
I purchased protein powder for wellness for $19,19,Health
I bought bandages and paid $88 at the pharmacy,88,Health
I spent $117 on supplements at the drugstore,117,Health
I purchased thermometer and paid $47 for health,47,Health
I purchased fitness tracker and paid $111 for health,111,Health
I paid $14 for screening,14,Health
I spent $200 on pain relievers for my health,200,Health
I visited the dentist and paid $155 for screening,155,Health
I visited the doctor's office and paid $206 for acupuncture,206,Health
I spent $241 on medication for fitness,241,Health
I spent $168 on pain relievers for fitness,168,Health
I had consultation and paid $71,71,Health
I spent $20 on bandages for my health,20,Health
I had a treatment appointment and paid $136,136,Health
I had a screening appointment and paid $156,156,Health
I spent $229 on bandages at the drugstore,229,Health
I paid $141 for screening,141,Health
I had consultation and paid $208,208,Health
I purchased supplements and paid $45 for health,45,Health
I purchased first aid supplies for wellness for $201,201,Health
I had physical therapy done and paid $69,69,Health
I paid $43 for a physical therapy session,43,Health
I spent $148 on thermometer at the drugstore,148,Health
I purchased first aid supplies and paid $155 for health,155,Health
I paid $89 for chiropractic adjustment treatment,89,Health
I purchased thermometer for $66 for self-care,66,Health
I purchased first aid supplies and paid $29 for health,29,Health
I purchased supplements and paid $72 for health,72,Health
I purchased vitamins for $207 for self-care,207,Health
I spent $37 on thermometer for fitness,37,Health
I had a eye exam appointment and paid $53,53,Health
I paid $217 for a vaccination session,217,Health
I paid $91 for screening treatment,91,Health
I spent $40 on health protein powder,40,Health
I paid $203 for screening,203,Health
I bought vitamins and paid $18 at the pharmacy,18,Health
I had dental cleaning and paid $225,225,Health
I paid $220 for acupuncture,220,Health
I paid $107 for screening consultation,107,Health
I spent $76 on bandages at the drugstore,76,Health
I purchased vitamins for wellness for $244,244,Health
I had screening done and paid $58,58,Health
I paid $83 for a treatment session,83,Health
I purchased protein powder for $139 for self-care,139,Health
I had dental cleaning done and paid $48,48,Health
I visited the medical center and paid $142 for physical therapy,142,Health
I had my treatment and paid $76 at the medical center,76,Health
I paid $158 for dental cleaning at the clinic,158,Health
I spent $99 on medication for fitness,99,Health
I had massage done and paid $18,18,Health
I paid $65 for dental cleaning at the clinic,65,Health
I paid $100 for dental cleaning treatment,100,Health
I purchased thermometer for $239,239,Health
I spent $142 on health first aid supplies,142,Health
I purchased medication for $138 for self-care,138,Health
I paid $217 for treatment treatment,217,Health
I had my physical therapy and paid $132 at the pharmacy,132,Health
I spent $26 on protein powder for my health,26,Health
I had vaccination and paid $147 monthly,147,Health
I paid $88 for chiropractic adjustment at the clinic,88,Health
I had my checkup and paid $26 at the doctor's office,26,Health
I paid $169 for a screening session,169,Health
I spent $238 on fitness tracker for fitness,238,Health
I had checkup and paid $90,90,Health
I paid $249 for checkup at the clinic,249,Health
I purchased pain relievers for wellness for $124,124,Health
I visited the therapy center and paid $246 for dental cleaning,246,Health
I purchased blood pressure monitor and paid $156 for health,156,Health
I spent $155 on health medication,155,Health
I purchased first aid supplies for $61 for self-care,61,Health
I spent $188 on protein powder at the drugstore,188,Health
I had eye exam done and paid $99,99,Health
I spent $112 on blood pressure monitor at the drugstore,112,Health
I had massage and paid $22,22,Health
I purchased thermometer and paid $229 for health,229,Health
I had my consultation and paid $58 at the wellness center,58,Health
I spent $39 on vitamins at the drugstore,39,Health
I paid $244 for vaccination at the clinic,244,Health
I spent $31 on medication for my health,31,Health
I purchased bandages for $153,153,Health
I bought protein powder and paid $95 at the pharmacy,95,Health
I paid $152 for treatment treatment,152,Health
I purchased medication for $109,109,Health
I spent $245 on health supplements,245,Health
I purchased protein powder for $216 for self-care,216,Health
I had chiropractic adjustment and paid $148,148,Health
I paid $174 for massage,174,Health
I had physical therapy and paid $184 monthly,184,Health
I spent $189 on medication for fitness,189,Health
I had a chiropractic adjustment appointment and paid $133,133,Health
I visited the hospital and paid $61 for consultation,61,Health
I purchased thermometer for wellness for $119,119,Health
I paid $136 for consultation treatment,136,Health
I purchased blood pressure monitor for $36 for self-care,36,Health
I bought supplements and paid $140 at the pharmacy,140,Health
I paid $104 for a checkup session,104,Health
I had a screening appointment and paid $218,218,Health
I spent $201 on health thermometer,201,Health
I purchased bandages for wellness for $55,55,Health
I paid $217 for a consultation session,217,Health
I spent $246 on vitamins for my health,246,Health
I paid $29 for vaccination consultation,29,Health
I had acupuncture and paid $197 monthly,197,Health
I purchased first aid supplies and paid $128 for health,128,Health
I paid $167 for treatment treatment,167,Health
I purchased supplements and paid $163 for health,163,Health
I purchased thermometer for $196 for self-care,196,Health
I had eye exam and paid $54,54,Health
I purchased fitness tracker and paid $236 for health,236,Health
I purchased fitness tracker and paid $128 for health,128,Health
I had physical therapy and paid $238 monthly,238,Health
I paid $13 for screening at the clinic,13,Health
I paid $182 for screening,182,Health
I purchased vitamins and paid $228 for health,228,Health
I spent $44 on health pain relievers,44,Health
I paid $189 for therapy session consultation,189,Health
I spent $126 on health vitamins,126,Health
I spent $247 on fitness tracker for fitness,247,Health
I bought medication and paid $205 at the pharmacy,205,Health
I spent $45 on vitamins at the drugstore,45,Health
I paid $167 for massage,167,Health
I spent $113 on blood pressure monitor at the drugstore,113,Health
I visited the doctor's office and paid $241 for eye exam,241,Health
I had treatment and paid $195,195,Health
I had a checkup appointment and paid $206,206,Health
I spent $247 on health thermometer,247,Health
I spent $85 on first aid supplies for my health,85,Health
I had my eye exam and paid $72 at the hospital,72,Health
I spent $93 on thermometer for my health,93,Health
I spent $219 on vitamins at the drugstore,219,Health
I visited the hospital and paid $154 for eye exam,154,Health
I purchased medication for $215,215,Health
I had consultation done and paid $144,144,Health
I had acupuncture done and paid $207,207,Health
I had checkup done and paid $163,163,Health
I spent $172 on medication for my health,172,Health
I paid $102 for chiropractic adjustment,102,Health
I had my dental cleaning and paid $205 at the doctor's office,205,Health
I purchased medication for $226 for self-care,226,Health
I had a physical therapy appointment and paid $90,90,Health
I purchased pain relievers for $163 for self-care,163,Health
I purchased fitness tracker for $195,195,Health
I paid $103 for a vaccination session,103,Health
I had physical therapy and paid $19,19,Health
I spent $12 on medication for my health,12,Health
I spent $108 on blood pressure monitor at the drugstore,108,Health
I purchased pain relievers for wellness for $225,225,Health
I paid $67 for vaccination treatment,67,Health
I had a massage appointment and paid $85,85,Health
I had my therapy session and paid $116 at the wellness center,116,Health
I had my acupuncture and paid $108 at the medical center,108,Health
I had eye exam done and paid $121,121,Health
I purchased pain relievers for $200,200,Health
I paid $44 for a vaccination session,44,Health
I had massage done and paid $22,22,Health
I visited the medical center and paid $24 for checkup,24,Health
I purchased fitness tracker for $119 for self-care,119,Health
I purchased vitamins for $12,12,Health
I had my physical therapy and paid $223 at the medical center,223,Health
I spent $131 on supplements for fitness,131,Health
I paid $242 for massage treatment,242,Health
I spent $89 on health vitamins,89,Health
I spent $228 on health pain relievers,228,Health
I paid $136 for consultation,136,Health
I had chiropractic adjustment and paid $160,160,Health
I had a checkup appointment and paid $139,139,Health
I had checkup and paid $113,113,Health
I paid $40 for treatment,40,Health
I paid $196 for checkup at the clinic,196,Health
I had treatment and paid $130,130,Health
I had treatment and paid $22 monthly,22,Health
I bought protein powder and paid $92 at the pharmacy,92,Health
I spent $32 on fitness tracker at the drugstore,32,Health
I had physical therapy and paid $248 monthly,248,Health
I purchased bandages for wellness for $22,22,Health
I had my screening and paid $170 at the hospital,170,Health
I had therapy session done and paid $118,118,Health
I bought protein powder and paid $84 at the pharmacy,84,Health
I purchased vitamins for $147 for self-care,147,Health
I spent $182 on pain relievers for fitness,182,Health
I paid $73 for therapy session at the clinic,73,Health
I visited the optometrist and paid $212 for acupuncture,212,Health
I visited the wellness center and paid $51 for massage,51,Health
I visited the optometrist and paid $117 for vaccination,117,Health
I had vaccination done and paid $118,118,Health
I visited the pharmacy and paid $155 for chiropractic adjustment,155,Health
I spent $41 on fitness tracker at the drugstore,41,Health
I had treatment done and paid $133,133,Health
I paid $201 for acupuncture consultation,201,Health
I had checkup and paid $14 monthly,14,Health
I paid $100 for eye exam,100,Health
I paid $78 for therapy session at the clinic,78,Health
I had chiropractic adjustment done and paid $81,81,Health
I spent $90 on supplements for my health,90,Health
I purchased supplements for wellness for $126,126,Health
I paid $90 for vaccination consultation,90,Health
I spent $84 on health fitness tracker,84,Health
I purchased medication for $10,10,Health
I had my acupuncture and paid $160 at the dentist,160,Health
I had chiropractic adjustment and paid $220,220,Health
I had a therapy session appointment and paid $14,14,Health
I had treatment and paid $197 monthly,197,Health
I bought blood pressure monitor and paid $227 at the pharmacy,227,Health
I purchased first aid supplies for $140,140,Health
I paid $230 for treatment at the clinic,230,Health
I purchased vitamins for $246,246,Health
I spent $201 on health vitamins,201,Health
I purchased blood pressure monitor for $67,67,Health
I paid $217 for therapy session at the clinic,217,Health
I paid $142 for eye exam consultation,142,Health
I bought vitamins and paid $64 at the pharmacy,64,Health
I had my dental cleaning and paid $142 at the wellness center,142,Health
I purchased vitamins for wellness for $158,158,Health
I had massage and paid $181 monthly,181,Health
I paid $226 for checkup treatment,226,Health
I paid $141 for a treatment session,141,Health
I had therapy session and paid $160,160,Health
I paid $85 for chiropractic adjustment at the clinic,85,Health
I paid $57 for vaccination at the clinic,57,Health
I paid $162 for treatment treatment,162,Health
I purchased medication for wellness for $12,12,Health
I purchased first aid supplies and paid $215 for health,215,Health
I paid $24 for physical therapy consultation,24,Health
I purchased first aid supplies for $243,243,Health
I spent $235 on blood pressure monitor for my health,235,Health
I purchased vitamins and paid $125 for health,125,Health
I paid $171 for vaccination consultation,171,Health
I purchased protein powder for wellness for $167,167,Health
I bought protein powder and paid $148 at the pharmacy,148,Health
I purchased first aid supplies for $161,161,Health
I visited the hospital and paid $73 for massage,73,Health
I had consultation and paid $73,73,Health
I had my acupuncture and paid $13 at the hospital,13,Health
I purchased bandages and paid $140 for health,140,Health
I had chiropractic adjustment done and paid $148,148,Health
I spent $126 on health bandages,126,Health
I bought thermometer and paid $21 at the pharmacy,21,Health
I purchased thermometer for $229,229,Health
I paid $201 for acupuncture at the clinic,201,Health
I purchased blood pressure monitor for $93 for self-care,93,Health
I had massage and paid $154,154,Health
I had massage done and paid $30,30,Health
I paid $129 for dental cleaning treatment,129,Health
I spent $149 on supplements for my health,149,Health
I purchased bandages and paid $244 for health,244,Health
I spent $174 on thermometer at the drugstore,174,Health
I had chiropractic adjustment and paid $12 monthly,12,Health
I bought supplements and paid $228 at the pharmacy,228,Health
I purchased fitness tracker for $153 for self-care,153,Health
I bought first aid supplies and paid $185 at the pharmacy,185,Health
I spent $72 on blood pressure monitor at the drugstore,72,Health
I visited the clinic and paid $108 for treatment,108,Health
I purchased thermometer for $14 for self-care,14,Health
I paid $199 for treatment at the clinic,199,Health
I paid $179 for consultation at the clinic,179,Health
I purchased bandages for $229,229,Health
I paid $240 for therapy session consultation,240,Health
I bought vitamins and paid $199 at the pharmacy,199,Health
I had a checkup appointment and paid $60,60,Health
I had screening and paid $131 monthly,131,Health
I had acupuncture and paid $120,120,Health
I paid $147 for acupuncture,147,Health
I spent $204 on blood pressure monitor at the drugstore,204,Health
I purchased bandages for $153 for self-care,153,Health
I paid $47 for therapy session at the clinic,47,Health
I had a checkup appointment and paid $72,72,Health
I had vaccination and paid $87,87,Health
I bought fitness tracker and paid $114 at the pharmacy,114,Health
I had my screening and paid $183 at the wellness center,183,Health
I paid $86 for acupuncture,86,Health
I purchased medication for wellness for $115,115,Health
I paid $36 for a eye exam session,36,Health
I spent $227 on medication at the drugstore,227,Health
I spent $162 on health supplements,162,Health
I visited the optometrist and paid $177 for vaccination,177,Health
I purchased first aid supplies for wellness for $44,44,Health
I paid $172 for therapy session,172,Health
I spent $85 on fitness tracker for fitness,85,Health
I had vaccination done and paid $110,110,Health
I had acupuncture and paid $52,52,Health
I paid $116 for massage at the clinic,116,Health
I purchased first aid supplies for $174 for self-care,174,Health
I paid $119 for checkup,119,Health
I bought pain relievers and paid $109 at the pharmacy,109,Health
I spent $172 on medication for fitness,172,Health
I purchased first aid supplies for $37 for self-care,37,Health
I had my vaccination and paid $74 at the hospital,74,Health
I purchased bandages for wellness for $219,219,Health
I purchased supplements and paid $97 for health,97,Health
I spent $205 on first aid supplies for fitness,205,Health
I spent $30 on bandages for fitness,30,Health
I purchased blood pressure monitor for $132 for self-care,132,Health
I paid $47 for consultation,47,Health
I had my vaccination and paid $65 at the doctor's office,65,Health
I had physical therapy done and paid $250,250,Health
I paid $186 for chiropractic adjustment treatment,186,Health
I had a screening appointment and paid $14,14,Health
I purchased vitamins for $52 for self-care,52,Health
I purchased medication for wellness for $250,250,Health
I purchased fitness tracker for wellness for $79,79,Health
I spent $226 on first aid supplies for fitness,226,Health
I paid $160 for vaccination,160,Health
I purchased protein powder and paid $46 for health,46,Health
I spent $168 on pain relievers at the drugstore,168,Health
I purchased pain relievers for wellness for $89,89,Health
I spent $36 on pain relievers at the drugstore,36,Health
I paid $239 for vaccination at the clinic,239,Health
I purchased thermometer for $168,168,Health
I purchased vitamins for $113 for self-care,113,Health
I paid $222 for physical therapy treatment,222,Health
I had a massage appointment and paid $31,31,Health
I spent $113 on health supplements,113,Health
I visited the pharmacy and paid $28 for eye exam,28,Health
I purchased vitamins for wellness for $62,62,Health
I paid $194 for a therapy session session,194,Health
I spent $55 on health first aid supplies,55,Health
I had checkup and paid $222,222,Health
I had my dental cleaning and paid $23 at the optometrist,23,Health
I paid $93 for screening,93,Health
I paid $156 for checkup consultation,156,Health
I spent $162 on fitness tracker for my health,162,Health
I had treatment done and paid $208,208,Health
I purchased vitamins for wellness for $125,125,Health
I paid $18 for dental cleaning treatment,18,Health
I spent $202 on health medication,202,Health
I had my screening and paid $185 at the clinic,185,Health
I had screening done and paid $206,206,Health
I purchased vitamins for $219,219,Health
I purchased vitamins for $47,47,Health
I paid $26 for therapy session at the clinic,26,Health
I purchased vitamins for $197 for self-care,197,Health
I paid $10 for screening,10,Health
I visited the pharmacy and paid $57 for chiropractic adjustment,57,Health
I had chiropractic adjustment and paid $224,224,Health
I paid $176 for treatment,176,Health
I purchased thermometer for wellness for $137,137,Health
I spent $91 on blood pressure monitor for my health,91,Health
I had checkup and paid $16,16,Health
I purchased blood pressure monitor and paid $195 for health,195,Health
I visited the dentist and paid $229 for consultation,229,Health
